gene_id	go_id	evidence	qualifier	go_term
1846	GO:0070373	IMP	involved_in	negative regulation of ERK1 and ERK2 cascade
1847	GO:0016311	IDA	involved_in	dephosphorylation
1847	GO:0035335	IDA	involved_in	peptidyl-tyrosine dephosphorylation
1847	GO:0035970	IDA	involved_in	peptidyl-threonine dephosphorylation
1848	GO:0035335	IDA	involved_in	peptidyl-tyrosine dephosphorylation
1848	GO:0043065	IDA	involved_in	positive regulation of apoptotic process
1848	GO:0043409	IDA	involved_in	negative regulation of MAPK cascade
1848	GO:0051409	IEP	involved_in	response to nitrosative stress
1848	GO:0070373	IMP	involved_in	negative regulation of ERK1 and ERK2 cascade
1849	GO:0035335	IDA	involved_in	peptidyl-tyrosine dephosphorylation
1849	GO:0043407	IDA	involved_in	negative regulation of MAP kinase activity
1854	GO:0006231	IDA	involved_in	dTMP biosynthetic process
1855	GO:0006355	IDA	involved_in	regulation of transcription, DNA-templated
1855	GO:0006469	IDA	involved_in	negative regulation of protein kinase activity
1855	GO:0021915	IEP	involved_in	neural tube development
1855	GO:0032091	IDA	involved_in	negative regulation of protein binding
1855	GO:0032436	IMP	involved_in	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
1855	GO:0032880	IDA	involved_in	regulation of protein localization
1855	GO:0034504	IMP	involved_in	protein localization to nucleus
1855	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1855	GO:0050821	IDA	involved_in	protein stabilization
1855	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
1855	GO:0060070	IGI	involved_in	canonical Wnt signaling pathway
1855	GO:0060071	IDA	involved_in	Wnt signaling pathway, planar cell polarity pathway
1856	GO:0001934	IMP	involved_in	positive regulation of protein phosphorylation
1856	GO:0006355	IDA	involved_in	regulation of transcription, DNA-templated
1856	GO:0035567	IMP	involved_in	non-canonical Wnt signaling pathway
1856	GO:0043507	IDA	involved_in	positive regulation of JUN kinase activity
1856	GO:0043507	IMP	involved_in	positive regulation of JUN kinase activity
1856	GO:0044340	IDA	involved_in	canonical Wnt signaling pathway involved in regulation of cell proliferation
1856	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1856	GO:0051091	IDA	involved_in	positive regulation of DNA-binding transcription factor activity
1856	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
1856	GO:0060071	IDA	involved_in	Wnt signaling pathway, planar cell polarity pathway
1857	GO:0001934	IMP	involved_in	positive regulation of protein phosphorylation
1857	GO:0032880	IDA	involved_in	regulation of protein localization
1857	GO:0035567	IMP	involved_in	non-canonical Wnt signaling pathway
1857	GO:0043507	IMP	involved_in	positive regulation of JUN kinase activity
1857	GO:0043547	IDA	involved_in	positive regulation of GTPase activity
1857	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
1857	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1857	GO:0050821	IGI	involved_in	protein stabilization
1857	GO:0060070	IDA	involved_in	canonical Wnt signaling pathway
1857	GO:0060070	IGI	involved_in	canonical Wnt signaling pathway
1857	GO:0060070	IMP	involved_in	canonical Wnt signaling pathway
1857	GO:0060071	IDA	involved_in	Wnt signaling pathway, planar cell polarity pathway
1859	GO:0018105	IGI	involved_in	peptidyl-serine phosphorylation
1859	GO:0018108	IDA	acts_upstream_of_or_within	peptidyl-tyrosine phosphorylation
1859	GO:0033120	IDA	involved_in	positive regulation of RNA splicing
1859	GO:0034205	IMP	involved_in	amyloid-beta formation
1859	GO:0038083	IDA	involved_in	peptidyl-tyrosine autophosphorylation
1861	GO:0000338	IMP	involved_in	protein deneddylation
1861	GO:0007155	IMP	involved_in	cell adhesion
1861	GO:0031175	IMP	involved_in	neuron projection development
1861	GO:0034504	IMP	involved_in	protein localization to nucleus
1861	GO:0045104	IMP	involved_in	intermediate filament cytoskeleton organization
1861	GO:0048489	IMP	involved_in	synaptic vesicle transport
1861	GO:0048499	IMP	involved_in	synaptic vesicle membrane organization
1861	GO:0051584	IDA	involved_in	regulation of dopamine uptake involved in synaptic transmission
1861	GO:0061077	IDA	involved_in	chaperone-mediated protein folding
1861	GO:1900244	IMP	involved_in	positive regulation of synaptic vesicle endocytosis
1861	GO:2000008	IMP	acts_upstream_of_positive_effect	regulation of protein localization to cell surface
1869	GO:0000077	IMP	involved_in	DNA damage checkpoint signaling
1869	GO:0000083	IDA	involved_in	regulation of transcription involved in G1/S transition of mitotic cell cycle
1869	GO:0000122	IMP	involved_in	negative regulation of transcription by RNA polymerase II
1869	GO:0006355	IDA	involved_in	regulation of transcription, DNA-templated
1869	GO:0008630	IMP	involved_in	intrinsic apoptotic signaling pathway in response to DNA damage
1869	GO:0010628	IDA	involved_in	positive regulation of gene expression
1869	GO:0043065	IDA	involved_in	positive regulation of apoptotic process
1869	GO:0043392	IDA	involved_in	negative regulation of DNA binding
1869	GO:0043433	IDA	involved_in	negative regulation of DNA-binding transcription factor activity
1869	GO:0045892	IDA	involved_in	negative regulation of transcription, DNA-templated
1869	GO:0045892	IMP	involved_in	negative regulation of transcription, DNA-templated
1869	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
1869	GO:0045893	IMP	involved_in	positive regulation of transcription, DNA-templated
1869	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1869	GO:0045944	IMP	involved_in	positive regulation of transcription by RNA polymerase II
1869	GO:0048146	IMP	involved_in	positive regulation of fibroblast proliferation
1869	GO:0048255	IDA	involved_in	mRNA stabilization
1869	GO:0071930	IMP	involved_in	negative regulation of transcription involved in G1/S transition of mitotic cell cycle
1869	GO:2000045	IMP	involved_in	regulation of G1/S transition of mitotic cell cycle
1870	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1870	GO:1903671	IGI	involved_in	negative regulation of sprouting angiogenesis
1871	GO:0000082	IDA	involved_in	G1/S transition of mitotic cell cycle
1871	GO:0006606	IDA	involved_in	protein import into nucleus
1871	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1871	GO:1905461	IMP	involved_in	positive regulation of vascular associated smooth muscle cell apoptotic process
1874	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1876	GO:0000122	IDA	involved_in	negative regulation of transcription by RNA polymerase II
1877	GO:0000122	IDA	involved_in	negative regulation of transcription by RNA polymerase II
1877	GO:0010564	IDA	involved_in	regulation of cell cycle process
1877	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1880	GO:0007186	IDA	involved_in	G protein-coupled receptor signaling pathway
1880	GO:0030595	IMP	involved_in	leukocyte chemotaxis
1880	GO:0030890	IDA	involved_in	positive regulation of B cell proliferation
1880	GO:0070374	IDA	involved_in	positive regulation of ERK1 and ERK2 cascade
1880	GO:2000458	IDA	involved_in	regulation of astrocyte chemotaxis
1889	GO:0001921	IMP	involved_in	positive regulation of receptor recycling
1889	GO:0007507	IMP	involved_in	heart development
1889	GO:0010814	IDA	involved_in	substance P catabolic process
1889	GO:0010815	IDA	involved_in	bradykinin catabolic process
1889	GO:0010816	IDA	involved_in	calcitonin catabolic process
1889	GO:0016485	IDA	involved_in	protein processing
1889	GO:0016486	IDA	involved_in	peptide hormone processing
1889	GO:0034959	IDA	involved_in	endothelin maturation
1889	GO:0042447	IDA	involved_in	hormone catabolic process
1889	GO:0042733	IMP	involved_in	embryonic digit morphogenesis
1889	GO:0043583	IMP	involved_in	ear development
1890	GO:0000002	IMP	involved_in	mitochondrial genome maintenance
1890	GO:0006213	IDA	involved_in	pyrimidine nucleoside metabolic process
1890	GO:0006213	IMP	involved_in	pyrimidine nucleoside metabolic process
1890	GO:0031641	IMP	involved_in	regulation of myelination
1890	GO:0051969	IMP	involved_in	regulation of transmission of nerve impulse
1890	GO:1905333	IMP	involved_in	regulation of gastric motility
1892	GO:0006635	IDA	involved_in	fatty acid beta-oxidation
1893	GO:0001938	IDA	involved_in	positive regulation of endothelial cell proliferation
1893	GO:0010466	IDA	involved_in	negative regulation of peptidase activity
1893	GO:0030502	IDA	involved_in	negative regulation of bone mineralization
1893	GO:0045766	IDA	involved_in	positive regulation of angiogenesis
1894	GO:0000281	IMP	involved_in	mitotic cytokinesis
1894	GO:0032147	IDA	involved_in	activation of protein kinase activity
1894	GO:0032467	IDA	involved_in	positive regulation of cytokinesis
1894	GO:0032467	IMP	involved_in	positive regulation of cytokinesis
1894	GO:0043065	IDA	involved_in	positive regulation of apoptotic process
1894	GO:0043547	IDA	involved_in	positive regulation of GTPase activity
1894	GO:0043547	IMP	involved_in	positive regulation of GTPase activity
1894	GO:0045859	IDA	involved_in	regulation of protein kinase activity
1894	GO:0051260	IDA	involved_in	protein homooligomerization
1894	GO:0051988	IMP	involved_in	regulation of attachment of spindle microtubules to kinetochore
1894	GO:0070301	IDA	involved_in	cellular response to hydrogen peroxide
1894	GO:0070830	IMP	involved_in	bicellular tight junction assembly
1894	GO:0071277	IDA	involved_in	cellular response to calcium ion
1894	GO:0071479	IDA	involved_in	cellular response to ionizing radiation
1894	GO:0090630	IDA	involved_in	activation of GTPase activity
1894	GO:0090630	IMP	involved_in	activation of GTPase activity
1896	GO:0042475	IMP	involved_in	odontogenesis of dentin-containing tooth
1896	GO:0051092	IDA	involved_in	positive regulation of NF-kappaB transcription factor activity
1901	GO:0003376	IDA	involved_in	sphingosine-1-phosphate receptor signaling pathway
1902	GO:0007202	IDA	involved_in	activation of phospholipase C activity
1902	GO:0043123	IEP	involved_in	positive regulation of I-kappaB kinase/NF-kappaB signaling
1902	GO:0051482	IMP	involved_in	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway
1902	GO:0060326	IMP	involved_in	cell chemotaxis
1903	GO:1903141	IMP	involved_in	negative regulation of establishment of endothelial barrier
1906	GO:0000122	IDA	involved_in	negative regulation of transcription by RNA polymerase II
1906	GO:0001516	IDA	involved_in	prostaglandin biosynthetic process
1906	GO:0003100	IDA	involved_in	regulation of systemic arterial blood pressure by endothelin
1906	GO:0006874	IDA	involved_in	cellular calcium ion homeostasis
1906	GO:0007166	IDA	involved_in	cell surface receptor signaling pathway
1906	GO:0007186	IDA	involved_in	G protein-coupled receptor signaling pathway
1906	GO:0007204	IDA	involved_in	positive regulation of cytosolic calcium ion concentration
1906	GO:0007267	IDA	involved_in	cell-cell signaling
1906	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
1906	GO:0010460	IDA	involved_in	positive regulation of heart rate
1906	GO:0010613	IDA	involved_in	positive regulation of cardiac muscle hypertrophy
1906	GO:0010737	IDA	involved_in	protein kinase A signaling
1906	GO:0014065	IDA	involved_in	phosphatidylinositol 3-kinase signaling
1906	GO:0014824	IDA	involved_in	artery smooth muscle contraction
1906	GO:0014826	IDA	involved_in	vein smooth muscle contraction
1906	GO:0019722	IDA	involved_in	calcium-mediated signaling
1906	GO:0030072	IDA	involved_in	peptide hormone secretion
1906	GO:0030185	IDA	involved_in	nitric oxide transport
1906	GO:0030335	IDA	involved_in	positive regulation of cell migration
1906	GO:0030593	IDA	NOT involved_in	neutrophil chemotaxis
1906	GO:0032269	IDA	involved_in	negative regulation of cellular protein metabolic process
1906	GO:0042310	IDA	involved_in	vasoconstriction
1906	GO:0042313	IDA	involved_in	protein kinase C deactivation
1906	GO:0043406	IDA	involved_in	positive regulation of MAP kinase activity
1906	GO:0043507	IDA	involved_in	positive regulation of JUN kinase activity
1906	GO:0045793	IDA	involved_in	positive regulation of cell size
1906	GO:0045840	IDA	involved_in	positive regulation of mitotic nuclear division
1906	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1906	GO:0046887	IDA	involved_in	positive regulation of hormone secretion
1906	GO:0048016	IDA	involved_in	inositol phosphate-mediated signaling
1906	GO:0048661	IDA	involved_in	positive regulation of smooth muscle cell proliferation
1906	GO:0051091	IDA	involved_in	positive regulation of DNA-binding transcription factor activity
1906	GO:0051771	IDA	involved_in	negative regulation of nitric-oxide synthase biosynthetic process
1906	GO:0060298	IMP	involved_in	positive regulation of sarcomere organization
1906	GO:0060585	IMP	involved_in	positive regulation of prostaglandin-endoperoxide synthase activity
1906	GO:0061051	IDA	involved_in	positive regulation of cell growth involved in cardiac muscle cell development
1906	GO:0061051	IGI	involved_in	positive regulation of cell growth involved in cardiac muscle cell development
1906	GO:0070101	IDA	acts_upstream_of	positive regulation of chemokine-mediated signaling pathway
1906	GO:0070301	IDA	involved_in	cellular response to hydrogen peroxide
1906	GO:0071310	IDA	involved_in	cellular response to organic substance
1906	GO:0086100	IMP	involved_in	endothelin receptor signaling pathway
1906	GO:2000273	IDA	acts_upstream_of	positive regulation of signaling receptor activity
1906	GO:2001259	IDA	involved_in	positive regulation of cation channel activity
1907	GO:0001516	IDA	involved_in	prostaglandin biosynthetic process
1907	GO:0002690	IDA	involved_in	positive regulation of leukocyte chemotaxis
1907	GO:0003100	IDA	involved_in	regulation of systemic arterial blood pressure by endothelin
1907	GO:0007204	IDA	involved_in	positive regulation of cytosolic calcium ion concentration
1907	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
1907	GO:0010460	IDA	involved_in	positive regulation of heart rate
1907	GO:0014824	IDA	involved_in	artery smooth muscle contraction
1907	GO:0014826	IDA	involved_in	vein smooth muscle contraction
1907	GO:0019221	IDA	involved_in	cytokine-mediated signaling pathway
1907	GO:0019722	IDA	involved_in	calcium-mediated signaling
1907	GO:0030593	IDA	involved_in	neutrophil chemotaxis
1907	GO:0042116	IDA	involved_in	macrophage activation
1907	GO:0042310	IDA	involved_in	vasoconstriction
1907	GO:0048016	IDA	involved_in	inositol phosphate-mediated signaling
1907	GO:0048246	IDA	involved_in	macrophage chemotaxis
1907	GO:0060585	IMP	involved_in	positive regulation of prostaglandin-endoperoxide synthase activity
1908	GO:0002690	IDA	involved_in	positive regulation of leukocyte chemotaxis
1908	GO:0003100	IDA	involved_in	regulation of systemic arterial blood pressure by endothelin
1908	GO:0007166	IDA	involved_in	cell surface receptor signaling pathway
1908	GO:0008284	IDA	acts_upstream_of_or_within	positive regulation of cell population proliferation
1908	GO:0010460	IDA	involved_in	positive regulation of heart rate
1908	GO:0010468	IGI	acts_upstream_of_or_within	regulation of gene expression
1908	GO:0014824	IDA	NOT involved_in	artery smooth muscle contraction
1908	GO:0014826	IDA	involved_in	vein smooth muscle contraction
1908	GO:0030072	IDA	involved_in	peptide hormone secretion
1908	GO:0030593	IDA	involved_in	neutrophil chemotaxis
1908	GO:0042310	IDA	involved_in	vasoconstriction
1908	GO:0043406	IDA	involved_in	positive regulation of MAP kinase activity
1908	GO:0045597	IGI	acts_upstream_of_or_within	positive regulation of cell differentiation
1908	GO:0045840	IDA	involved_in	positive regulation of mitotic nuclear division
1908	GO:0046887	IDA	involved_in	positive regulation of hormone secretion
1908	GO:0048016	IDA	involved_in	inositol phosphate-mediated signaling
1909	GO:0006874	IDA	involved_in	cellular calcium ion homeostasis
1909	GO:0010737	IDA	involved_in	protein kinase A signaling
1909	GO:0014824	IMP	involved_in	artery smooth muscle contraction
1909	GO:0042310	IMP	involved_in	vasoconstriction
1909	GO:2001259	IDA	involved_in	positive regulation of cation channel activity
1910	GO:0000122	IMP	involved_in	negative regulation of transcription by RNA polymerase II
1910	GO:0014826	IMP	involved_in	vein smooth muscle contraction
1910	GO:0019722	IMP	involved_in	calcium-mediated signaling
1910	GO:0032269	IMP	involved_in	negative regulation of cellular protein metabolic process
1910	GO:0042310	IMP	involved_in	vasoconstriction
1910	GO:0048246	IMP	involved_in	macrophage chemotaxis
1910	GO:0086100	IDA	involved_in	endothelin receptor signaling pathway
1910	GO:0086100	IMP	involved_in	endothelin receptor signaling pathway
1911	GO:0016574	IDA	involved_in	histone ubiquitination
1915	GO:0071364	IDA	involved_in	cellular response to epidermal growth factor stimulus
1915	GO:1900022	IDA	involved_in	regulation of D-erythro-sphingosine kinase activity
1917	GO:0090218	IDA	involved_in	positive regulation of lipid kinase activity
1936	GO:0071479	IDA	involved_in	cellular response to ionizing radiation
1937	GO:0009615	IEP	involved_in	response to virus
1938	GO:0045727	IMP	involved_in	positive regulation of translation
1939	GO:0001731	IDA	involved_in	formation of translation preinitiation complex
1939	GO:0032790	IDA	involved_in	ribosome disassembly
1939	GO:0075522	IDA	involved_in	IRES-dependent viral translational initiation
1942	GO:0001934	IGI	involved_in	positive regulation of protein phosphorylation
1942	GO:0016477	IDA	involved_in	cell migration
1942	GO:0033628	IDA	involved_in	regulation of cell adhesion mediated by integrin
1942	GO:0034446	IDA	involved_in	substrate adhesion-dependent cell spreading
1942	GO:0048013	IDA	involved_in	ephrin receptor signaling pathway
1942	GO:0048013	IGI	involved_in	ephrin receptor signaling pathway
1942	GO:0050731	IDA	involved_in	positive regulation of peptidyl-tyrosine phosphorylation
1942	GO:0050821	IGI	involved_in	protein stabilization
1942	GO:0061098	IGI	involved_in	positive regulation of protein tyrosine kinase activity
1942	GO:1902004	IDA	involved_in	positive regulation of amyloid-beta formation
1942	GO:1902961	IGI	involved_in	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
1942	GO:1903051	IGI	involved_in	negative regulation of proteolysis involved in cellular protein catabolic process
1944	GO:0016525	IDA	involved_in	negative regulation of angiogenesis
1944	GO:0048013	IGI	involved_in	ephrin receptor signaling pathway
1944	GO:1902961	IGI	involved_in	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
1946	GO:0006915	IDA	NOT involved_in	apoptotic process
1946	GO:0022407	IDA	involved_in	regulation of cell-cell adhesion
1946	GO:0022604	IDA	acts_upstream_of_or_within	regulation of cell morphogenesis
1946	GO:0032956	IDA	involved_in	regulation of actin cytoskeleton organization
1946	GO:0043087	IDA	involved_in	regulation of GTPase activity
1946	GO:0048013	IDA	involved_in	ephrin receptor signaling pathway
1946	GO:0051893	IDA	involved_in	regulation of focal adhesion assembly
1946	GO:0070507	IDA	involved_in	regulation of microtubule cytoskeleton organization
1946	GO:1900025	IDA	acts_upstream_of_or_within	negative regulation of substrate adhesion-dependent cell spreading
1948	GO:0002042	IDA	involved_in	cell migration involved in sprouting angiogenesis
1948	GO:0007155	IDA	involved_in	cell adhesion
1948	GO:0008284	IMP	involved_in	positive regulation of cell population proliferation
1948	GO:0010977	IDA	involved_in	negative regulation of neuron projection development
1948	GO:0048013	IDA	involved_in	ephrin receptor signaling pathway
1948	GO:0050920	IDA	involved_in	regulation of chemotaxis
1948	GO:1901216	IDA	involved_in	positive regulation of neuron death
1949	GO:0048013	IDA	acts_upstream_of_or_within	ephrin receptor signaling pathway
1950	GO:0001525	IDA	involved_in	angiogenesis
1950	GO:0001938	IDA	involved_in	positive regulation of endothelial cell proliferation
1950	GO:0002092	IDA	involved_in	positive regulation of receptor internalization
1950	GO:0007173	IDA	involved_in	epidermal growth factor receptor signaling pathway
1950	GO:0008284	IDA	acts_upstream_of_or_within	positive regulation of cell population proliferation
1950	GO:0008284	IDA	involved_in	positive regulation of cell population proliferation
1950	GO:0010595	IDA	involved_in	positive regulation of endothelial cell migration
1950	GO:0010628	IDA	involved_in	positive regulation of gene expression
1950	GO:0010800	IDA	involved_in	positive regulation of peptidyl-threonine phosphorylation
1950	GO:0014068	IGI	involved_in	positive regulation of phosphatidylinositol 3-kinase signaling
1950	GO:0030335	IDA	involved_in	positive regulation of cell migration
1950	GO:0038029	IMP	involved_in	epidermal growth factor receptor signaling pathway via MAPK cascade
1950	GO:0042327	IDA	involved_in	positive regulation of phosphorylation
1950	GO:0043406	IDA	involved_in	positive regulation of MAP kinase activity
1950	GO:0043410	IDA	involved_in	positive regulation of MAPK cascade
1950	GO:0045740	IMP	involved_in	positive regulation of DNA replication
1950	GO:0045741	IDA	involved_in	positive regulation of epidermal growth factor-activated receptor activity
1950	GO:0045741	IMP	involved_in	positive regulation of epidermal growth factor-activated receptor activity
1950	GO:0045840	IDA	involved_in	positive regulation of mitotic nuclear division
1950	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
1950	GO:0051048	IDA	involved_in	negative regulation of secretion
1950	GO:0051897	IDA	involved_in	positive regulation of protein kinase B signaling
1950	GO:0070371	IDA	involved_in	ERK1 and ERK2 cascade
1950	GO:0090263	IDA	involved_in	positive regulation of canonical Wnt signaling pathway
1950	GO:0090279	IDA	involved_in	regulation of calcium ion import
1950	GO:1900127	IDA	involved_in	positive regulation of hyaluronan biosynthetic process
1950	GO:1902966	IDA	involved_in	positive regulation of protein localization to early endosome
1950	GO:1905278	IDA	involved_in	positive regulation of epithelial tube formation
1950	GO:2000008	IDA	involved_in	regulation of protein localization to cell surface
1954	GO:0035108	IMP	involved_in	limb morphogenesis
1954	GO:0042074	IMP	involved_in	cell migration involved in gastrulation
1954	GO:0055113	IMP	involved_in	epiboly involved in gastrulation with mouth forming second
1954	GO:0060972	IMP	involved_in	left/right pattern formation
1954	GO:0061371	IMP	involved_in	determination of heart left/right asymmetry
1954	GO:0097094	IMP	involved_in	craniofacial suture morphogenesis
1956	GO:0001934	IDA	involved_in	positive regulation of protein phosphorylation
1956	GO:0007165	IDA	involved_in	signal transduction
1956	GO:0007166	IDA	acts_upstream_of_or_within	cell surface receptor signaling pathway
1956	GO:0007173	IDA	acts_upstream_of_or_within	epidermal growth factor receptor signaling pathway
1956	GO:0007173	IDA	involved_in	epidermal growth factor receptor signaling pathway
1956	GO:0007173	IMP	involved_in	epidermal growth factor receptor signaling pathway
1956	GO:0008284	IDA	acts_upstream_of_or_within	positive regulation of cell population proliferation
1956	GO:0008284	IMP	involved_in	positive regulation of cell population proliferation
1956	GO:0010750	IDA	involved_in	positive regulation of nitric oxide mediated signal transduction
1956	GO:0014066	IMP	involved_in	regulation of phosphatidylinositol 3-kinase signaling
1956	GO:0018108	IDA	involved_in	peptidyl-tyrosine phosphorylation
1956	GO:0030307	IDA	involved_in	positive regulation of cell growth
1956	GO:0030335	IMP	involved_in	positive regulation of cell migration
1956	GO:0033138	IMP	involved_in	positive regulation of peptidyl-serine phosphorylation
1956	GO:0034614	IMP	involved_in	cellular response to reactive oxygen species
1956	GO:0038083	IMP	involved_in	peptidyl-tyrosine autophosphorylation
1956	GO:0042177	IDA	involved_in	negative regulation of protein catabolic process
1956	GO:0042327	IDA	involved_in	positive regulation of phosphorylation
1956	GO:0043066	IMP	involved_in	negative regulation of apoptotic process
1956	GO:0043406	IDA	involved_in	positive regulation of MAP kinase activity
1956	GO:0045737	IMP	involved_in	positive regulation of cyclin-dependent protein serine/threonine kinase activity
1956	GO:0045739	IDA	involved_in	positive regulation of DNA repair
1956	GO:0045740	IDA	involved_in	positive regulation of DNA replication
1956	GO:0045893	IMP	involved_in	positive regulation of transcription, DNA-templated
1956	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1956	GO:0046328	IMP	involved_in	regulation of JNK cascade
1956	GO:0046777	IMP	involved_in	protein autophosphorylation
1956	GO:0050679	IDA	involved_in	positive regulation of epithelial cell proliferation
1956	GO:0050730	IMP	involved_in	regulation of peptidyl-tyrosine phosphorylation
1956	GO:0050999	IDA	involved_in	regulation of nitric-oxide synthase activity
1956	GO:0051897	IMP	involved_in	positive regulation of protein kinase B signaling
1956	GO:0070141	IDA	involved_in	response to UV-A
1956	GO:0070372	IMP	involved_in	regulation of ERK1 and ERK2 cascade
1956	GO:0070374	IDA	involved_in	positive regulation of ERK1 and ERK2 cascade
1956	GO:0070374	IMP	involved_in	positive regulation of ERK1 and ERK2 cascade
1956	GO:0071276	IMP	involved_in	cellular response to cadmium ion
1956	GO:0071392	IDA	involved_in	cellular response to estradiol stimulus
1956	GO:0090263	IMP	involved_in	positive regulation of canonical Wnt signaling pathway
1956	GO:0098609	IMP	involved_in	cell-cell adhesion
1956	GO:1900020	IDA	involved_in	positive regulation of protein kinase C activity
1956	GO:1900087	IMP	involved_in	positive regulation of G1/S transition of mitotic cell cycle
1956	GO:1901224	IMP	involved_in	positive regulation of NIK/NF-kappaB signaling
1956	GO:1903078	IDA	involved_in	positive regulation of protein localization to plasma membrane
1956	GO:1903800	IMP	involved_in	positive regulation of production of miRNAs involved in gene silencing by miRNA
1956	GO:1905208	IMP	involved_in	negative regulation of cardiocyte differentiation
1958	GO:0010628	IMP	involved_in	positive regulation of gene expression
1958	GO:0033233	IDA	involved_in	regulation of protein sumoylation
1958	GO:0045893	IDA	involved_in	positive regulation of transcription, DNA-templated
1958	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1958	GO:0045944	IGI	involved_in	positive regulation of transcription by RNA polymerase II
1958	GO:0045944	IMP	involved_in	positive regulation of transcription by RNA polymerase II
1958	GO:0070498	IMP	involved_in	interleukin-1-mediated signaling pathway
1958	GO:0098759	IDA	involved_in	cellular response to interleukin-8
1958	GO:1902895	IDA	involved_in	positive regulation of miRNA transcription
1959	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1960	GO:0001938	IMP	involved_in	positive regulation of endothelial cell proliferation
1960	GO:0002042	IDA	involved_in	cell migration involved in sprouting angiogenesis
1960	GO:0035767	IMP	involved_in	endothelial cell chemotaxis
1960	GO:0035924	IMP	involved_in	cellular response to vascular endothelial growth factor stimulus
1960	GO:0043066	IMP	involved_in	negative regulation of apoptotic process
1960	GO:0044344	IMP	involved_in	cellular response to fibroblast growth factor stimulus
1961	GO:0045944	IDA	involved_in	positive regulation of transcription by RNA polymerase II
1962	GO:0006635	IDA	involved_in	fatty acid beta-oxidation
1965	GO:0034976	IDA	involved_in	response to endoplasmic reticulum stress
1965	GO:0034976	IMP	involved_in	response to endoplasmic reticulum stress
1965	GO:0036499	IDA	involved_in	PERK-mediated unfolded protein response
1965	GO:1901216	IMP	involved_in	positive regulation of neuron death
1967	GO:0006413	IDA	involved_in	translational initiation
1967	GO:0014003	IMP	involved_in	oligodendrocyte development
1967	GO:0050852	IDA	involved_in	T cell receptor signaling pathway
1968	GO:0006413	IDA	involved_in	translational initiation
1969	GO:0008630	IDA	involved_in	intrinsic apoptotic signaling pathway in response to DNA damage
1969	GO:0010591	IMP	involved_in	regulation of lamellipodium assembly
1969	GO:0016477	IMP	involved_in	cell migration
1969	GO:0030216	IMP	involved_in	keratinocyte differentiation
1969	GO:0030335	IDA	involved_in	positive regulation of cell migration
1969	GO:0033628	IDA	involved_in	regulation of cell adhesion mediated by integrin
1969	GO:0043491	IDA	involved_in	protein kinase B signaling
1969	GO:0046058	IMP	involved_in	cAMP metabolic process
1969	GO:0048013	IDA	involved_in	ephrin receptor signaling pathway
1969	GO:0048870	IMP	involved_in	cell motility
1969	GO:0051898	IDA	involved_in	negative regulation of protein kinase B signaling
1969	GO:0060326	IMP	involved_in	cell chemotaxis
1969	GO:0070372	IMP	involved_in	regulation of ERK1 and ERK2 cascade
1969	GO:0070848	IMP	involved_in	response to growth factor
1969	GO:0072659	IMP	involved_in	protein localization to plasma membrane
1969	GO:0090630	IMP	involved_in	activation of GTPase activity
1969	GO:1903078	IMP	involved_in	positive regulation of protein localization to plasma membrane
1969	GO:1903348	IMP	involved_in	positive regulation of bicellular tight junction assembly
1974	GO:1900260	IDA	involved_in	negative regulation of RNA-directed 5'-3' RNA polymerase activity
1977	GO:0000082	IMP	involved_in	G1/S transition of mitotic cell cycle
1977	GO:0006417	IDA	involved_in	regulation of translation
1977	GO:0010507	IMP	NOT involved_in	negative regulation of autophagy
1977	GO:0045931	IMP	involved_in	positive regulation of mitotic cell cycle
1978	GO:0000082	IMP	involved_in	G1/S transition of mitotic cell cycle
1978	GO:0031929	IDA	involved_in	TOR signaling
1978	GO:0045931	IMP	involved_in	positive regulation of mitotic cell cycle
1978	GO:0045947	IDA	involved_in	negative regulation of translational initiation
1981	GO:0006412	IMP	involved_in	translation
1981	GO:0006412	IPI	involved_in	translation
